 ,name,title,lead_source,industry,employees,country,converted
7889,Kari Miller,Account Executive,Sign-up,Consumer Staples,1380,SE,true
7890,Karen Hunt,Owner,In-Person Event,Commercial & Professional Services,3880,BO,false
7891,Lauren Gibson,Solutions Architect,Webinar,Software & Services,1255,SD,true
7892,Maria Harrington,Data Engineer,Sign-up,Technology Hardware & Equipment,2105,ZM,false
7893,Jessica Ortiz,Account Executive,In-Person Event,Commercial & Professional Services,455,PS,true
7894,Maria Nelson,Account Executive,Demo Requested,Consumer Staples,12955,ZW,false
7895,Alexandra Dominguez,Analytics Engineer,Webinar,Consumer Staples,13280,NL,false
7896,Mr. Eric Romero,Owner,Demo Requested,Software & Services,9280,SR,false
7897,Carol Perry,Account Executive,Demo Requested,Software & Services,14230,SA,false
7898,Carla Cole,Analytics Manager,Sign-up,Consumer Durables & Apparel,8805,TR,false
7899,Sharon Jones,Analytics Manager,Demo Requested,Commercial & Professional Services,14930,ER,false
7900,Teresa Pearson,Growth Marketing Manager,In-Person Event,Consumer Durables & Apparel,6530,CY,false
7901,Pamela Lee,Analytics Manager,Demo Requested,Software & Services,2305,KI,true
7902,Benjamin Gray,CFO,In-Person Event,Commercial & Professional Services,2755,LT,false
7903,Jason Jones,Foudner,Sign-up,Software & Services,2730,IR,true
7904,Susan Young,Analytics Manager,In-Person Event,Consumer Durables & Apparel,8305,GY,false
7905,Dr. Haley Brown,CFO,Demo Requested,Commercial & Professional Services,10655,ET,false
7906,Christine Henderson,VP Engineering,Demo Requested,Commercial & Professional Services,12130,MK,false
7907,Brandon Lee,Data Scientist,Sign-up,Software & Services,9555,SI,false
7908,Jonathan Murray,Owner,Sign-up,Commercial & Professional Services,1105,MV,false
7909,Danielle Daniel,CEO,Sign-up,Commercial & Professional Services,8680,TZ,false
7910,Kari Andrews,Analytics Engineer,In-Person Event,Commercial & Professional Services,9255,AO,false
7911,Mark Green,Solutions Architect,In-Person Event,Commercial & Professional Services,13155,JO,false
7912,Donald Irwin,Data Engineer,Demo Requested,Software & Services,8255,OM,false
7913,Adam Ibarra,Software Engineer,Sign-up,Commercial & Professional Services,11105,US,true
7914,Jennifer Mcintyre,VP Engineering,Demo Requested,Software & Services,5980,KH,false
7915,Jennifer Jones,Growth Marketing Manager,Sign-up,Commercial & Professional Services,11205,ID,false
7916,Keith Roach,VP Marketing,Sign-up,Commercial & Professional Services,755,CG,true
7917,Brittany Diaz,CFO,In-Person Event,Consumer Durables & Apparel,7430,GT,false
7918,Cynthia Hernandez,Software Engineer,Webinar,Software & Services,7380,VU,false
7919,Michael Barajas,VP Engineering,Sign-up,Consumer Staples,505,CY,false
7920,Charles Dunlap,Data Analyst,Sign-up,Software & Services,8180,CZ,false
7921,Victoria Mcdonald,Data Engineer,Sign-up,Consumer Staples,13305,MA,false
7922,Mary Hammond,Data Scientist,Sign-up,Consumer Durables & Apparel,9505,JP,false
7923,Kelli Rodriguez,VP Engineering,Sign-up,Technology Hardware & Equipment,4430,PW,false
7924,Erica Perez,Data Engineer,In-Person Event,Software & Services,7230,TM,false
7925,Krystal Lucas,Data Analyst,Demo Requested,Commercial & Professional Services,12880,FM,false
7926,Douglas Garrison,Data Analyst,In-Person Event,Consumer Staples,6930,SL,false
7927,Stephanie Perez,VP Marketing,Sign-up,Commercial & Professional Services,5355,UG,false
7928,Matthew Lynch,Data Analyst,Demo Requested,Consumer Staples,13530,MZ,false
7929,Lynn Gray,Analytics Manager,Sign-up,Commercial & Professional Services,11930,JO,false
7930,Charles Mcfarland,VP Marketing,Sign-up,Commercial & Professional Services,11655,UG,false
7931,Sean Brennan,Solutions Architect,Sign-up,Commercial & Professional Services,4855,NO,false
7932,Edward Snyder,Data Analyst,Sign-up,Commercial & Professional Services,4080,GN,true
7933,Emily Thomas,VP Marketing,Demo Requested,Consumer Durables & Apparel,6930,GD,false
7934,Nicholas Logan,Account Executive,Sign-up,Commercial & Professional Services,4980,CZ,false
7935,Amanda Davis,Growth Marketing Manager,Sign-up,Commercial & Professional Services,12930,PK,false
7936,Catherine White,VP Engineering,Sign-up,Technology Hardware & Equipment,7230,CZ,false
7937,Stephanie Kidd,VP Data,Demo Requested,Software & Services,8530,PK,false
7938,Jacqueline Wilson,Foudner,In-Person Event,Consumer Durables & Apparel,9980,LA,false
7939,Belinda Howell,CEO,Sign-up,Software & Services,4980,MW,false
7940,John White,VP Data,Demo Requested,Software & Services,14505,RU,false
7941,Gerald Hardin,CEO,In-Person Event,Software & Services,14755,SE,false
7942,Rachel Olson,Solutions Architect,Sign-up,Consumer Staples,10330,CO,false
7943,Joanne Simmons,Analytics Engineer,In-Person Event,Commercial & Professional Services,9680,IL,false
7944,Ashley Collins,Analytics Engineer,Sign-up,Technology Hardware & Equipment,4555,CY,true
7945,Adam Ibarra,Owner,Sign-up,Commercial & Professional Services,13355,SK,false
7946,Jessica Moss,Solutions Architect,In-Person Event,Technology Hardware & Equipment,14780,LS,false
7947,Sarah King,Software Engineer,Demo Requested,Software & Services,3805,GR,false
7948,Amanda Vega DDS,Data Analyst,Webinar,Technology Hardware & Equipment,7280,FI,false
7949,David Ali,Data Analyst,Sign-up,Consumer Staples,4555,KM,false
7950,Gerald Ward,Data Scientist,In-Person Event,Consumer Staples,14630,,false
7951,Kimberly Ellis,VP Engineering,Demo Requested,Commercial & Professional Services,11905,KW,false
7952,Carrie Donovan,Solutions Architect,Sign-up,Commercial & Professional Services,8130,TO,false
7953,Steven Cole,Foudner,Sign-up,Consumer Durables & Apparel,3830,IQ,false
7954,Andrea Freeman,Data Engineer,Sign-up,Technology Hardware & Equipment,4880,PL,false
7955,Danielle Potter,Data Scientist,Sign-up,Consumer Staples,7105,CY,false
7956,Angela Blackburn,Owner,Sign-up,Commercial & Professional Services,4830,EC,true
7957,Fred Moore,VP Engineering,Sign-up,Commercial & Professional Services,7655,IQ,false
7958,Brad Garcia,Growth Marketing Manager,Demo Requested,Technology Hardware & Equipment,5,SG,true
7959,Melanie Graham,Analytics Manager,Sign-up,Commercial & Professional Services,6505,AD,false
7960,Mia White,Data Analyst,Sign-up,Commercial & Professional Services,3155,SE,true
7961,Sharon Baker,CEO,In-Person Event,Software & Services,1580,BO,false
7962,Jamie Pace,CEO,In-Person Event,Consumer Staples,3080,GM,false
7963,Donald Lopez,Analytics Engineer,Webinar,Technology Hardware & Equipment,3080,JM,true
7964,Danielle Castro,Data Analyst,In-Person Event,Consumer Staples,2155,MX,false
7965,Janice Marshall,Analytics Engineer,Sign-up,Commercial & Professional Services,2355,AD,false
7966,Todd Andrews,CEO,In-Person Event,Technology Hardware & Equipment,13830,BT,false
7967,Daniel Mcdonald,Analytics Engineer,In-Person Event,Consumer Staples,7780,FM,false
7968,Mary Martinez,Data Engineer,Sign-up,Commercial & Professional Services,2705,UG,true
7969,Eric Brown,Data Analyst,Sign-up,Commercial & Professional Services,5355,ES,true
7970,Matthew Lee,Growth Marketing Manager,Sign-up,Commercial & Professional Services,30,KI,false
7971,Kelly Palmer,Software Engineer,In-Person Event,Software & Services,8905,MU,true
7972,Michael Duran,Solutions Architect,Demo Requested,Commercial & Professional Services,4505,MA,true
7973,Brandy Mckee,CFO,Demo Requested,Commercial & Professional Services,3230,BF,false
7974,Jessica Waters,Account Executive,Demo Requested,Software & Services,2405,NO,true
7975,Sharon Nichols,Software Engineer,Sign-up,Technology Hardware & Equipment,7955,IR,false
7976,Sean Russell,VP Marketing,Sign-up,Consumer Staples,6355,CF,false
7977,Colin Hall,VP Marketing,In-Person Event,Software & Services,5055,AM,false
7978,Marvin Hayes,VP Data,Webinar,Technology Hardware & Equipment,2955,TR,false
7979,Michele Barnett MD,Software Engineer,In-Person Event,Commercial & Professional Services,8805,JO,true
7980,Deborah Chapman,Data Engineer,Sign-up,Commercial & Professional Services,13305,KM,true
7981,Robert Rangel,Account Executive,In-Person Event,Commercial & Professional Services,8755,SR,false
7982,Christina Yoder,Account Executive,Sign-up,Commercial & Professional Services,13905,ER,false
7983,Dennis Dunn,VP Data,Webinar,Commercial & Professional Services,11105,KI,false
7984,Craig Callahan,VP Data,Sign-up,Commercial & Professional Services,10230,TM,false
7985,John Norton,Analytics Manager,Webinar,Commercial & Professional Services,4905,ST,true
7986,Regina Walker,Software Engineer,Sign-up,Software & Services,13055,CF,false
7987,Julia Cook,CEO,Webinar,Consumer Durables & Apparel,12880,LV,false
7988,Eric Hughes,Analytics Manager,Sign-up,Software & Services,4830,IL,true
7989,Christine Rocha,Account Executive,Sign-up,Consumer Staples,9330,BR,false
7990,Christopher Zhang,Product Manager,In-Person Event,Consumer Staples,880,ID,true
7991,Jennifer Joyce,Data Scientist,In-Person Event,Consumer Staples,14405,ES,false
7992,Justin Davila,Owner,Sign-up,Commercial & Professional Services,2205,EG,true
7993,Dana Duncan,VP Marketing,In-Person Event,Software & Services,7280,TV,false
7994,Judy Sanchez,VP Engineering,Sign-up,Consumer Staples,14680,LT,false
7995,Amy Ryan,Data Scientist,Sign-up,Consumer Durables & Apparel,10505,SZ,false
7996,Travis Taylor,Analytics Engineer,In-Person Event,Commercial & Professional Services,14530,KI,false
7997,Sarah Wood,Data Scientist,Sign-up,Software & Services,13980,TG,false
7998,Tonya Tate,Solutions Architect,Webinar,Consumer Durables & Apparel,14430,PS,false
7999,Brittany Wilkins,VP Engineering,Demo Requested,Technology Hardware & Equipment,9755,DJ,false
8000,Rodney Wilson,Foudner,Sign-up,Technology Hardware & Equipment,9430,MW,false
8001,Mark Thompson,Solutions Architect,Sign-up,Consumer Staples,4930,FR,false
8002,Christine Rice,Owner,Sign-up,Commercial & Professional Services,11730,TL,false
8003,Jennifer Herrera,Analytics Engineer,In-Person Event,Software & Services,2330,IN,true
8004,Tyler Kennedy,CFO,Sign-up,Consumer Durables & Apparel,3730,FM,false
8005,Samantha Crawford,Foudner,In-Person Event,Commercial & Professional Services,12130,PK,false
8006,Daniel Butler,Account Executive,Webinar,Commercial & Professional Services,10055,GB,false
8007,Richard Phillips,Foudner,Sign-up,Commercial & Professional Services,8705,SE,true
8008,Jessica Davis,Account Executive,Demo Requested,Software & Services,14605,MW,false
8009,Joshua Johnson,Analytics Manager,In-Person Event,Consumer Staples,3955,GT,false
8010,Andrew Lopez,CEO,Demo Requested,Commercial & Professional Services,8805,NI,false
8011,Donald Holt,Data Scientist,Sign-up,Consumer Staples,1755,SB,false
8012,Kathleen Sanford,Growth Marketing Manager,Sign-up,Consumer Durables & Apparel,13755,NO,false
8013,Jaime Harrison,CFO,Sign-up,Consumer Durables & Apparel,930,GA,false
8014,Michael Sullivan,Data Analyst,Sign-up,Consumer Staples,9280,KR,false
8015,Zachary Reyes,Growth Marketing Manager,Demo Requested,Commercial & Professional Services,13080,KR,false
8016,Katie Jenkins,Foudner,Sign-up,Software & Services,9480,PG,false
8017,Joshua Hunter,Solutions Architect,Sign-up,Commercial & Professional Services,5180,HR,false
8018,Denise Ball,Account Executive,Sign-up,Commercial & Professional Services,2505,VU,false
8019,Ashley Turner,Account Executive,Sign-up,Consumer Durables & Apparel,11130,NL,false
8020,Jared Clarke,Growth Marketing Manager,Webinar,Consumer Durables & Apparel,12730,KZ,false
8021,Sheri Aguilar,Owner,In-Person Event,Software & Services,6630,PK,false
8022,Julia Mills,VP Data,Demo Requested,Software & Services,705,DJ,false
8023,Linda Jones,Software Engineer,In-Person Event,Commercial & Professional Services,14905,MA,false
8024,Mrs. Megan Burns DDS,CEO,Sign-up,Commercial & Professional Services,2230,PH,true
8025,Jacqueline Sanchez,Account Executive,Sign-up,Consumer Staples,1855,AR,false
8026,Elizabeth Rogers,VP Data,Demo Requested,Commercial & Professional Services,14380,HN,false
8027,Ronnie Cunningham,Solutions Architect,Sign-up,Commercial & Professional Services,2955,MG,false
8028,Jason Chavez,Analytics Engineer,Sign-up,Commercial & Professional Services,1030,SN,false
8029,Amber Russell,Foudner,Sign-up,Software & Services,4680,KP,false
8030,Zachary Oconnell,Data Engineer,Sign-up,Technology Hardware & Equipment,330,SR,true
8031,Justin Martinez,VP Engineering,Sign-up,Software & Services,705,IL,true
8032,Jeffrey Johnson,Foudner,Sign-up,Software & Services,2505,FR,true
8033,Robert Nelson,VP Engineering,Sign-up,Software & Services,10730,BT,false
8034,Mrs. Christina Butler,Solutions Architect,Sign-up,Software & Services,505,SG,true
8035,Charlene Rivera,VP Data,In-Person Event,Consumer Durables & Apparel,14905,SK,false
8036,Thomas Smith,Analytics Manager,In-Person Event,Technology Hardware & Equipment,4330,KG,false
8037,Felicia Anderson,CFO,Demo Requested,Software & Services,3630,PK,true
8038,Kevin Owen,Analytics Manager,Demo Requested,Commercial & Professional Services,13855,AE,false
8039,Angela Ramirez,VP Marketing,Webinar,Commercial & Professional Services,1580,CM,false
8040,Eric Lara,Data Engineer,In-Person Event,Consumer Staples,11380,DZ,false
8041,Michael Gardner,Foudner,Sign-up,Software & Services,1205,MK,false
8042,Kenneth Allen,CFO,In-Person Event,Consumer Staples,11130,GT,false
8043,Michael Garcia,CFO,Webinar,Software & Services,9005,MY,false
8044,Nicole Hoffman,Analytics Engineer,Sign-up,Consumer Staples,1530,CI,true
8045,Daniel Rogers,Analytics Manager,Sign-up,Consumer Durables & Apparel,10955,DE,false
8046,Patricia Cook,CEO,Sign-up,Commercial & Professional Services,4980,GY,false
8047,Lawrence Hall,CEO,Sign-up,Consumer Durables & Apparel,12480,KR,false
8048,Kelly Brown,Account Executive,Sign-up,Software & Services,13580,VA,false
8049,Rachel Perez,VP Engineering,Sign-up,Commercial & Professional Services,6455,MN,false
8050,Donna Nolan,Product Manager,In-Person Event,Consumer Staples,1280,PW,true
8051,Carlos Middleton,Solutions Architect,Sign-up,Consumer Durables & Apparel,14780,MV,false
8052,Joshua Santana,Analytics Manager,Sign-up,Consumer Durables & Apparel,5780,IT,false
8053,Kevin Johnston,Data Engineer,Sign-up,Consumer Staples,9280,CF,false
8054,Joshua Mitchell,Solutions Architect,Sign-up,Consumer Durables & Apparel,430,GB,false
8055,Marc Oconnor,CEO,Sign-up,Commercial & Professional Services,555,GT,true
8056,Stephen Adams,Data Scientist,Sign-up,Consumer Durables & Apparel,1005,SR,false
8057,Natasha Scott,Analytics Engineer,Sign-up,Consumer Staples,6955,CN,false
8058,Samuel Watson,Analytics Engineer,In-Person Event,Consumer Staples,7030,CR,false
8059,Jennifer Vance,Data Analyst,Demo Requested,Consumer Staples,13455,WS,false
8060,Michael Mosley,Data Engineer,In-Person Event,Consumer Staples,9655,SA,false
8061,Isabel Tucker,Analytics Manager,Sign-up,Consumer Durables & Apparel,12355,NP,false
8062,Kimberly Martinez,CFO,Sign-up,Commercial & Professional Services,12480,GE,false
8063,Kendra Diaz,VP Marketing,In-Person Event,Commercial & Professional Services,11055,IQ,false
8064,Karla Harrington,VP Engineering,In-Person Event,Commercial & Professional Services,11530,AT,false
8065,Joseph Holland,Owner,Sign-up,Software & Services,9405,ZW,false
8066,Denise Rosales,CEO,Sign-up,Software & Services,5980,ST,false
8067,Anthony Henson,VP Marketing,In-Person Event,Software & Services,6755,CH,false
8068,Bernard Norris,Data Analyst,Demo Requested,Technology Hardware & Equipment,1255,SO,true
8069,Ryan Hall,Product Manager,Webinar,Commercial & Professional Services,14130,ML,true
8070,Seth Waters,Account Executive,In-Person Event,Consumer Durables & Apparel,6455,EG,false
8071,Cynthia Mills,Account Executive,In-Person Event,Commercial & Professional Services,13455,YE,false
8072,Jason Meadows,CFO,In-Person Event,Software & Services,205,ES,true
8073,Robert Davis,Analytics Manager,Sign-up,Consumer Durables & Apparel,2030,FM,false
8074,Charles Adkins,VP Marketing,Demo Requested,Technology Hardware & Equipment,14180,BH,false
8075,Dennis Curtis,Analytics Manager,Sign-up,Commercial & Professional Services,4380,MN,false
8076,Larry Miller,Data Scientist,Demo Requested,Software & Services,6630,LR,false
8077,Crystal Walton,CFO,Sign-up,Consumer Staples,8855,SK,false
8078,David Atkinson,Analytics Manager,In-Person Event,Commercial & Professional Services,7155,BS,false
8079,Jeffrey Vega,Data Analyst,Demo Requested,Consumer Durables & Apparel,11580,KR,false
8080,Robert Cole,Solutions Architect,Sign-up,Software & Services,3305,NG,true
8081,Tommy Thompson,Growth Marketing Manager,Sign-up,Consumer Staples,12605,SR,false
8082,Lauren Ramirez,VP Data,Demo Requested,Software & Services,11780,GH,true
8083,Paula Lee,Software Engineer,In-Person Event,Commercial & Professional Services,4255,IS,false
8084,Carlos Hardy,Analytics Manager,Sign-up,Software & Services,12980,KG,false
8085,Stephen Stewart,Owner,Sign-up,Software & Services,13130,GA,false
8086,Timothy Nguyen,Software Engineer,In-Person Event,Consumer Durables & Apparel,13630,TZ,false
